from_location_id,to_location_id,shared_border_km,adjacency_type
loc_83088bfffffffff_ff828a6d67,loc_831125fffffffff_d16eec1eb5,30.346890,land
loc_83088dfffffffff_47bc87bb44,loc_8308f2fffffffff_6a53f85923,1.550936,land
loc_83088efffffffff_57364c8d5a,loc_83089dfffffffff_efd7f7b052,32.888488,land
loc_83088efffffffff_d5f3873dd4,loc_83089dfffffffff_efd7f7b052,0.012267,land
loc_83088efffffffff_ec8081a7db,loc_83089dfffffffff_5329602dd2,4.825633,land
loc_830890fffffffff_adca6a0026,loc_830896fffffffff_f6556e5de3,29.305277,land
loc_830893fffffffff_8e6c78e05e,loc_831f64fffffffff_e164af93a7,7.229126,land
loc_830893fffffffff_a62ab73017,loc_83089efffffffff_3136687d6e,18.013933,land
loc_830893fffffffff_a62ab73017,loc_831f64fffffffff_e164af93a7,2.328511,land
loc_830894fffffffff_726e2056fd,loc_8308b2fffffffff_b2c1959583,30.378374,land
loc_830894fffffffff_726e2056fd,loc_8308b3fffffffff_b54123e68f,25.157897,land
loc_830894fffffffff_726e2056fd,loc_831f2dfffffffff_3cb0ce4a02,11.032105,land
loc_830894fffffffff_ce25307b65,loc_8308b3fffffffff_a3b84435aa,2.344646,land
loc_830895fffffffff_3c09d494eb,loc_8308b3fffffffff_b54123e68f,10.166117,land
loc_830898fffffffff_3983120c5f,loc_830899fffffffff_4ddb46a926,4.361044,land
loc_830898fffffffff_587d0026e1,loc_83089afffffffff_68d9114191,7.512173,land
loc_830898fffffffff_9134d5fee7,loc_83089bfffffffff_e204565c01,9.443136,land
loc_830898fffffffff_99dc74a8b6,loc_830899fffffffff_4ddb46a926,0.067086,land
loc_830898fffffffff_d8fc6eb7ea,loc_830899fffffffff_4ddb46a926,3.947610,land
loc_830899fffffffff_4ddb46a926,loc_83089dfffffffff_d09f32cd52,16.405601,land
loc_830899fffffffff_4ddb46a926,loc_83089dfffffffff_efd7f7b052,14.227991,land
loc_830899fffffffff_4ddb46a926,loc_831124fffffffff_437f972aec,52.167133,land
loc_830899fffffffff_4ddb46a926,loc_831126fffffffff_9a0a915252,30.378124,land
loc_830899fffffffff_ee8829c523,loc_83089bfffffffff_7723e38fc5,0.997114,land
loc_830899fffffffff_ee8829c523,loc_831126fffffffff_9a0a915252,0.154541,land
loc_83089afffffffff_215853bf91,loc_83089efffffffff_3136687d6e,4.321854,land
loc_83089afffffffff_215853bf91,loc_831f64fffffffff_e164af93a7,0.261245,land
loc_83089afffffffff_6f0116588c,loc_83089bfffffffff_e204565c01,52.951629,land
loc_83089afffffffff_6f0116588c,loc_831f65fffffffff_13943b1951,34.579032,land
loc_83089afffffffff_fb0be2ed79,loc_83089efffffffff_b340bd8046,5.929280,land
loc_83089bfffffffff_7723e38fc5,loc_831126fffffffff_9a0a915252,3.139939,land
loc_83089bfffffffff_e204565c01,loc_831134fffffffff_6c85582085,51.366819,land
loc_83089bfffffffff_e204565c01,loc_831135fffffffff_1547551e0a,14.309918,land
loc_83089efffffffff_3136687d6e,loc_831f64fffffffff_e164af93a7,59.463614,land
loc_8308a0fffffffff_aa662be057,loc_8308a1fffffffff_2611d93371,56.299046,land
loc_8308a0fffffffff_aa662be057,loc_8308a2fffffffff_ac61a524d2,55.786237,land
loc_8308a0fffffffff_aa662be057,loc_8308a3fffffffff_604d7c8655,26.212397,land
loc_8308a0fffffffff_aa662be057,loc_8308a4fffffffff_fcf90d7456,26.362042,land
loc_8308a0fffffffff_aa662be057,loc_8308a5fffffffff_0b7c8a2f35,54.880207,land
loc_8308a0fffffffff_aa662be057,loc_8308a6fffffffff_3d3dc9d851,56.807773,land
loc_8308a1fffffffff_2611d93371,loc_8308a3fffffffff_604d7c8655,55.501182,land
loc_8308a1fffffffff_2611d93371,loc_8308a5fffffffff_0b7c8a2f35,25.294290,land
loc_8308a1fffffffff_2611d93371,loc_8308acfffffffff_3f677ba6f9,55.767792,land
loc_8308a1fffffffff_2611d93371,loc_8308aefffffffff_52f276975c,25.161490,land
loc_8308a2fffffffff_ac61a524d2,loc_8308a3fffffffff_604d7c8655,56.806278,land
loc_8308a2fffffffff_ac61a524d2,loc_8308a6fffffffff_3d3dc9d851,27.294844,land
loc_8308a2fffffffff_ac61a524d2,loc_8308b1fffffffff_42bb1b9a1f,56.670475,land
loc_8308a2fffffffff_ac61a524d2,loc_8308b5fffffffff_f56cbabc3b,57.336424,land
loc_8308a3fffffffff_604d7c8655,loc_8308aefffffffff_52f276975c,56.257570,land
loc_8308a4fffffffff_fcf90d7456,loc_8308a5fffffffff_0b7c8a2f35,56.272903,land
loc_8308a4fffffffff_fcf90d7456,loc_8308a6fffffffff_3d3dc9d851,55.155687,land
loc_8308a4fffffffff_fcf90d7456,loc_83098afffffffff_8a30eb5d32,26.556887,land
loc_8308a4fffffffff_fcf90d7456,loc_83098bfffffffff_5625b08b7e,54.214004,land
loc_8308a4fffffffff_fcf90d7456,loc_830999fffffffff_f063e43cdf,56.704336,land
loc_8308a5fffffffff_0b7c8a2f35,loc_83098bfffffffff_5625b08b7e,25.476502,land
loc_8308a6fffffffff_3d3dc9d851,loc_8308b5fffffffff_f56cbabc3b,56.076441,land
loc_8308a6fffffffff_3d3dc9d851,loc_830999fffffffff_f063e43cdf,27.451177,land
loc_8308a6fffffffff_3d3dc9d851,loc_83099bfffffffff_2e6565d8e3,57.170294,land
loc_8308a8fffffffff_46b675d123,loc_8308a9fffffffff_52371c0d35,49.836076,land
loc_8308a8fffffffff_46b675d123,loc_8308abfffffffff_1afc1b7f5d,2.427519,land
loc_8308a8fffffffff_46b675d123,loc_8308abfffffffff_ec24e96367,3.623903,land
loc_8308a8fffffffff_46b675d123,loc_8308acfffffffff_3f677ba6f9,24.129976,land
loc_8308a8fffffffff_46b675d123,loc_8308adfffffffff_65f6edcb49,46.628648,land
loc_8308a8fffffffff_46b675d123,loc_8308aefffffffff_52f276975c,55.711999,land
loc_8308a9fffffffff_52371c0d35,loc_8308abfffffffff_1afc1b7f5d,2.396084,land
loc_8308a9fffffffff_52371c0d35,loc_8308abfffffffff_4cc804c158,6.814898,land
loc_8308a9fffffffff_52371c0d35,loc_8308abfffffffff_944f1a6384,7.234330,land
loc_8308a9fffffffff_52371c0d35,loc_8308abfffffffff_f8b4b9f701,3.817146,land
loc_8308a9fffffffff_52371c0d35,loc_8308adfffffffff_65f6edcb49,29.581456,land
loc_8308a9fffffffff_52371c0d35,loc_8308f4fffffffff_39d1cc6708,49.995207,land
loc_8308a9fffffffff_52371c0d35,loc_8308f6fffffffff_37d8fd89f2,25.018997,land
loc_8308a9fffffffff_b2af915c0e,loc_8308abfffffffff_aef19eabbd,0.317920,land
loc_8308a9fffffffff_c689573446,loc_8308abfffffffff_a79f352bf8,2.231032,land
loc_8308aafffffffff_24c9f5e837,loc_8308aefffffffff_52f276975c,2.380194,land
loc_8308aafffffffff_63d87646ce,loc_8308aefffffffff_52f276975c,1.019967,land
loc_8308aafffffffff_f9978bc617,loc_8308aefffffffff_52f276975c,6.478336,land
loc_8308acfffffffff_3f677ba6f9,loc_8308adfffffffff_65f6edcb49,55.161857,land
loc_8308acfffffffff_3f677ba6f9,loc_8308aefffffffff_52f276975c,55.214679,land
loc_8308b0fffffffff_aae766a1eb,loc_8308b1fffffffff_42bb1b9a1f,57.859899,land
loc_8308b0fffffffff_aae766a1eb,loc_8308b2fffffffff_b2c1959583,57.853197,land
loc_8308b0fffffffff_aae766a1eb,loc_8308b3fffffffff_b54123e68f,29.290011,land
loc_8308b0fffffffff_aae766a1eb,loc_8308b4fffffffff_1be707e92b,29.394502,land
loc_8308b0fffffffff_aae766a1eb,loc_8308b5fffffffff_f56cbabc3b,56.975770,land
loc_8308b0fffffffff_aae766a1eb,loc_8308b6fffffffff_9a3d05b9dd,58.387451,land
loc_8308b1fffffffff_42bb1b9a1f,loc_8308b3fffffffff_b54123e68f,57.475307,land
loc_8308b1fffffffff_42bb1b9a1f,loc_8308b5fffffffff_f56cbabc3b,28.273171,land
loc_8308b2fffffffff_b2c1959583,loc_8308b3fffffffff_b54123e68f,58.410934,land
loc_8308b2fffffffff_b2c1959583,loc_8308b6fffffffff_9a3d05b9dd,30.435795,land
loc_8308b2fffffffff_b2c1959583,loc_831f2cfffffffff_e250f90cd3,58.926485,land
loc_8308b2fffffffff_b2c1959583,loc_831f2dfffffffff_3cb0ce4a02,58.533327,land
loc_8308b4fffffffff_1be707e92b,loc_8308b5fffffffff_f56cbabc3b,57.820889,land
loc_8308b4fffffffff_1be707e92b,loc_8308b6fffffffff_9a3d05b9dd,57.289687,land
loc_8308b4fffffffff_1be707e92b,loc_83099afffffffff_a51e7aada6,3.998946,land
loc_8308b4fffffffff_1be707e92b,loc_83099afffffffff_b7f0493349,16.880486,land
loc_8308b4fffffffff_1be707e92b,loc_83099bfffffffff_2e6565d8e3,56.399286,land
loc_8308b4fffffffff_1be707e92b,loc_831f25fffffffff_f0768f830d,43.618414,land
loc_8308b4fffffffff_e526293f1d,loc_83099afffffffff_62958e811a,5.059529,land
loc_8308b4fffffffff_e526293f1d,loc_831f25fffffffff_d8c49e9418,9.378090,land
loc_8308b5fffffffff_f56cbabc3b,loc_83099bfffffffff_2e6565d8e3,28.384788,land
loc_8308b6fffffffff_9a3d05b9dd,loc_831f21fffffffff_c9ed002cec,58.666102,land
loc_8308b6fffffffff_9a3d05b9dd,loc_831f25fffffffff_f0768f830d,30.509656,land
loc_8308b6fffffffff_9a3d05b9dd,loc_831f2cfffffffff_e250f90cd3,58.176448,land
loc_8308c0fffffffff_bfc22ee928,loc_8308c1fffffffff_9c7e355bc2,50.779146,land
loc_8308c0fffffffff_bfc22ee928,loc_8308c2fffffffff_235f23ed30,48.174684,land
loc_8308c0fffffffff_bfc22ee928,loc_8308c3fffffffff_1f04087028,25.380402,land
loc_8308c0fffffffff_bfc22ee928,loc_8308c4fffffffff_de42ace63c,25.681916,land
loc_8308c0fffffffff_bfc22ee928,loc_8308c5fffffffff_f16df6f9d9,47.113907,land
loc_8308c0fffffffff_bfc22ee928,loc_8308c6fffffffff_937bf629a5,50.169701,land
loc_8308c1fffffffff_9c7e355bc2,loc_8308c3fffffffff_1f04087028,48.919461,land
loc_8308c1fffffffff_9c7e355bc2,loc_8308c5fffffffff_f16df6f9d9,24.563312,land
loc_8308c1fffffffff_9c7e355bc2,loc_8308cefffffffff_5ee39f85e0,24.272334,land
loc_8308c2fffffffff_235f23ed30,loc_8308c3fffffffff_1f04087028,50.867401,land
loc_8308c2fffffffff_235f23ed30,loc_8308c6fffffffff_937bf629a5,6.727550,land
loc_8308c2fffffffff_235f23ed30,loc_8308d1fffffffff_5400ec44c5,40.592363,land
loc_8308c2fffffffff_235f23ed30,loc_8308dcfffffffff_c62eb001c7,26.221281,land
loc_8308c3fffffffff_1f04087028,loc_8308cefffffffff_5ee39f85e0,51.026911,land
loc_8308c3fffffffff_1f04087028,loc_8308dcfffffffff_c62eb001c7,50.191895,land
loc_8308c3fffffffff_1f04087028,loc_8308ddfffffffff_e8e12d4127,25.207986,land
loc_8308c4fffffffff_de42ace63c,loc_8308c5fffffffff_f16df6f9d9,50.456934,land
loc_8308c4fffffffff_de42ace63c,loc_8308c6fffffffff_937bf629a5,46.146960,land
loc_8308c4fffffffff_de42ace63c,loc_8308e2fffffffff_e9aee94253,26.085200,land
loc_8308c4fffffffff_de42ace63c,loc_8308e3fffffffff_f48ebc569b,45.352707,land
loc_8308c4fffffffff_de42ace63c,loc_8308f1fffffffff_5cb1984712,50.430222,land
loc_8308c5fffffffff_f16df6f9d9,loc_8308e3fffffffff_f48ebc569b,24.981301,land
loc_8308c6fffffffff_937bf629a5,loc_8308f1fffffffff_5cb1984712,2.027880,land
loc_8308c6fffffffff_a0c10adf97,loc_8308f1fffffffff_5cb1984712,5.956088,land
loc_8308c6fffffffff_fb862b4854,loc_8308f1fffffffff_5cb1984712,4.713761,land
loc_8308c8fffffffff_1bb4d903ef,loc_8308c9fffffffff_e7bdaee5e6,62.070916,land
loc_8308c8fffffffff_1bb4d903ef,loc_8308cafffffffff_082e802950,51.363815,land
loc_8308c8fffffffff_1bb4d903ef,loc_8308cbfffffffff_fadcef82c7,24.521798,land
loc_8308c8fffffffff_1bb4d903ef,loc_8308cdfffffffff_d97408b72b,44.324570,land
loc_8308c8fffffffff_1bb4d903ef,loc_8308cefffffffff_5ee39f85e0,50.864617,land
loc_8308c9fffffffff_e7bdaee5e6,loc_8308cbfffffffff_fadcef82c7,46.393865,land
loc_8308c9fffffffff_e7bdaee5e6,loc_8308cdfffffffff_d97408b72b,28.060400,land
loc_8308cafffffffff_082e802950,loc_8308cbfffffffff_fadcef82c7,50.957133,land
loc_8308cafffffffff_082e802950,loc_8308cefffffffff_5ee39f85e0,24.137652,land
loc_8308cafffffffff_082e802950,loc_8308d9fffffffff_2ac1ddc14a,52.597665,land
loc_8308cafffffffff_082e802950,loc_8308ddfffffffff_e8e12d4127,51.193667,land
loc_8308cafffffffff_082e802950,loc_831164fffffffff_5ce7c95940,24.188376,land
loc_8308cbfffffffff_fadcef82c7,loc_831164fffffffff_5ce7c95940,53.254858,land
loc_8308cbfffffffff_fadcef82c7,loc_831165fffffffff_684c8a3d5a,23.237713,land
loc_8308ccfffffffff_bcd2b7c5fc,loc_8308cdfffffffff_d97408b72b,62.266688,land
loc_8308ccfffffffff_bcd2b7c5fc,loc_8308cefffffffff_5ee39f85e0,49.483437,land
loc_8308ccfffffffff_bcd2b7c5fc,loc_8308eafffffffff_58fd7c1945,30.239757,land
loc_8308ccfffffffff_bcd2b7c5fc,loc_8308ebfffffffff_c63d575598,42.276332,land
loc_8308cdfffffffff_d97408b72b,loc_8308ebfffffffff_c63d575598,29.787722,land
loc_8308cefffffffff_5ee39f85e0,loc_8308ddfffffffff_e8e12d4127,50.752157,land
loc_8308d0fffffffff_5b4935eeb5,loc_8308d1fffffffff_5400ec44c5,51.669580,land
loc_8308d0fffffffff_5b4935eeb5,loc_8308d2fffffffff_85b5617244,50.351374,land
loc_8308d0fffffffff_5b4935eeb5,loc_8308d3fffffffff_4ff081b261,28.305684,land
loc_8308d0fffffffff_5b4935eeb5,loc_8308d4fffffffff_80d05102d9,28.440588,land
loc_8308d0fffffffff_5b4935eeb5,loc_8308d5fffffffff_7df9507b8d,49.684322,land
loc_8308d0fffffffff_5b4935eeb5,loc_8308d6fffffffff_3970cc1033,51.730912,land
loc_8308d1fffffffff_5400ec44c5,loc_8308d3fffffffff_4ff081b261,50.881065,land
loc_8308d1fffffffff_5400ec44c5,loc_8308d5fffffffff_7df9507b8d,15.604511,land
loc_8308d1fffffffff_5400ec44c5,loc_8308dcfffffffff_c62eb001c7,51.522030,land
loc_8308d1fffffffff_5400ec44c5,loc_8308defffffffff_59d7cdaeec,27.264866,land
loc_8308d2fffffffff_85b5617244,loc_8308d3fffffffff_4ff081b261,52.041305,land
loc_8308d2fffffffff_85b5617244,loc_8308d6fffffffff_3970cc1033,29.335765,land
loc_8308d2fffffffff_85b5617244,loc_831121fffffffff_03ee7ce0e8,51.471703,land
loc_8308d2fffffffff_85b5617244,loc_831125fffffffff_d16eec1eb5,52.135801,land
loc_8308d2fffffffff_85b5617244,loc_83112cfffffffff_f637171054,29.315679,land
loc_8308d3fffffffff_4ff081b261,loc_8308defffffffff_59d7cdaeec,51.912353,land
loc_8308d3fffffffff_4ff081b261,loc_83112cfffffffff_f637171054,52.005203,land
loc_8308d3fffffffff_4ff081b261,loc_83112dfffffffff_8b206a0ec5,28.307764,land
loc_8308d4fffffffff_80d05102d9,loc_8308d5fffffffff_7df9507b8d,14.654111,land
loc_8308d4fffffffff_80d05102d9,loc_8308d6fffffffff_3970cc1033,48.958040,land
loc_8308d4fffffffff_a2aba3cdf8,loc_8308f2fffffffff_505cd6c1e4,1.227840,land
loc_8308d6fffffffff_3970cc1033,loc_831125fffffffff_d16eec1eb5,49.865461,land
loc_8308d8fffffffff_35dd21611f,loc_8308d9fffffffff_2ac1ddc14a,51.533821,land
loc_8308d8fffffffff_35dd21611f,loc_8308dafffffffff_f5085d4f2c,53.156919,land
loc_8308d8fffffffff_35dd21611f,loc_8308dbfffffffff_5ae07c033e,26.311687,land
loc_8308d8fffffffff_35dd21611f,loc_8308dcfffffffff_c62eb001c7,26.222048,land
loc_8308d8fffffffff_35dd21611f,loc_8308ddfffffffff_e8e12d4127,51.983619,land
loc_8308d8fffffffff_35dd21611f,loc_8308defffffffff_59d7cdaeec,51.744803,land
loc_8308d9fffffffff_2ac1ddc14a,loc_8308dbfffffffff_5ae07c033e,53.780983,land
loc_8308d9fffffffff_2ac1ddc14a,loc_8308ddfffffffff_e8e12d4127,25.191229,land
loc_8308d9fffffffff_2ac1ddc14a,loc_831164fffffffff_5ce7c95940,51.273744,land
loc_8308d9fffffffff_2ac1ddc14a,loc_831166fffffffff_8232d248e1,25.344911,land
loc_8308dafffffffff_f5085d4f2c,loc_8308dbfffffffff_5ae07c033e,51.878373,land
loc_8308dafffffffff_f5085d4f2c,loc_8308defffffffff_59d7cdaeec,27.302002,land
loc_8308dafffffffff_f5085d4f2c,loc_831129fffffffff_74b18e91a9,54.274063,land
loc_8308dafffffffff_f5085d4f2c,loc_83112dfffffffff_8b206a0ec5,52.106936,land
loc_8308dafffffffff_f5085d4f2c,loc_831174fffffffff_ec0303be70,27.486853,land
loc_8308dbfffffffff_5ae07c033e,loc_831166fffffffff_8232d248e1,51.658133,land
loc_8308dbfffffffff_5ae07c033e,loc_831174fffffffff_ec0303be70,54.906336,land
loc_8308dbfffffffff_5ae07c033e,loc_831175fffffffff_0f533b44d2,26.627687,land
loc_8308dcfffffffff_c62eb001c7,loc_8308ddfffffffff_e8e12d4127,51.385745,land
loc_8308dcfffffffff_c62eb001c7,loc_8308defffffffff_59d7cdaeec,51.406829,land
loc_8308defffffffff_59d7cdaeec,loc_83112dfffffffff_8b206a0ec5,52.565920,land
loc_8308e0fffffffff_cfada565bd,loc_8308e1fffffffff_9ebcbc6ee2,61.552235,land
loc_8308e0fffffffff_cfada565bd,loc_8308e2fffffffff_e9aee94253,43.647139,land
loc_8308e0fffffffff_cfada565bd,loc_8308e3fffffffff_f48ebc569b,28.291988,land
loc_8308e0fffffffff_cfada565bd,loc_8308e5fffffffff_0bd21138a4,36.245809,land
loc_8308e0fffffffff_cfada565bd,loc_8308e6fffffffff_63c0c6f4d1,49.633807,land
loc_8308e1fffffffff_9ebcbc6ee2,loc_8308e3fffffffff_f48ebc569b,38.016903,land
loc_8308e1fffffffff_9ebcbc6ee2,loc_8308e5fffffffff_0bd21138a4,34.843464,land
loc_8308e1fffffffff_9ebcbc6ee2,loc_8308ecfffffffff_13a84473c6,62.082563,land
loc_8308e1fffffffff_9ebcbc6ee2,loc_8308eefffffffff_362bed6918,33.368344,land
loc_8308e1fffffffff_9ebcbc6ee2,loc_83095bfffffffff_6c69f98276,36.641333,land
loc_8308e2fffffffff_e9aee94253,loc_8308e3fffffffff_f48ebc569b,50.072547,land
loc_8308e2fffffffff_e9aee94253,loc_8308e6fffffffff_63c0c6f4d1,26.564077,land
loc_8308e2fffffffff_e9aee94253,loc_8308f1fffffffff_5cb1984712,44.932664,land
loc_8308e2fffffffff_e9aee94253,loc_8308f5fffffffff_cb4627c93f,50.070177,land
loc_8308e4fffffffff_3ba361ca1c,loc_8308e5fffffffff_0bd21138a4,61.262262,land
loc_8308e4fffffffff_3ba361ca1c,loc_8308e6fffffffff_63c0c6f4d1,42.008027,land
loc_8308e5fffffffff_0bd21138a4,loc_83095afffffffff_05fb80a36d,0.529601,land
loc_8308e5fffffffff_0bd21138a4,loc_83095afffffffff_2e3d734b94,6.190748,land
loc_8308e5fffffffff_0bd21138a4,loc_83095afffffffff_6846f56146,3.012071,land
loc_8308e5fffffffff_0bd21138a4,loc_83095afffffffff_a4c0a555fd,5.734477,land
loc_8308e5fffffffff_0bd21138a4,loc_83095afffffffff_e782be7520,4.930879,land
loc_8308e5fffffffff_0bd21138a4,loc_83095bfffffffff_4c30f59c78,5.897661,land
loc_8308e5fffffffff_0bd21138a4,loc_83095bfffffffff_6c69f98276,51.424231,land
loc_8308e5fffffffff_1954f56621,loc_83095afffffffff_e782be7520,0.080784,land
loc_8308e6fffffffff_63c0c6f4d1,loc_8308f5fffffffff_cb4627c93f,43.334556,land
loc_8308e8fffffffff_577fbc7505,loc_8308e9fffffffff_e0c0b1e590,63.014400,land
loc_8308e8fffffffff_577fbc7505,loc_8308eafffffffff_58fd7c1945,40.269642,land
loc_8308e8fffffffff_577fbc7505,loc_8308ebfffffffff_c63d575598,31.511362,land
loc_8308e8fffffffff_577fbc7505,loc_8308ecfffffffff_13a84473c6,33.188856,land
loc_8308e8fffffffff_577fbc7505,loc_8308edfffffffff_8dd1a7294a,38.823788,land
loc_8308e8fffffffff_577fbc7505,loc_8308eefffffffff_362bed6918,62.257613,land
loc_8308e9fffffffff_03ba2011c2,loc_8308edfffffffff_8dd1a7294a,3.141686,land
loc_8308e9fffffffff_03ba2011c2,loc_83094bfffffffff_1a84302984,1.046168,land
loc_8308e9fffffffff_a99f81297b,loc_8308edfffffffff_8dd1a7294a,15.674986,land
loc_8308e9fffffffff_a99f81297b,loc_83094bfffffffff_dd014f1376,4.789155,land
loc_8308e9fffffffff_a99f81297b,loc_83094bfffffffff_ec6642e6cf,5.513063,land
loc_8308e9fffffffff_a99f81297b,loc_83094bfffffffff_fb4f69ea23,4.173605,land
loc_8308e9fffffffff_e0c0b1e590,loc_8308ebfffffffff_c63d575598,40.857118,land
loc_8308e9fffffffff_e0c0b1e590,loc_8308edfffffffff_8dd1a7294a,11.244532,land
loc_8308e9fffffffff_eada87377c,loc_83094bfffffffff_73c3004324,0.362486,land
loc_8308eafffffffff_58fd7c1945,loc_8308ebfffffffff_c63d575598,62.325305,land
loc_8308eafffffffff_58fd7c1945,loc_8308eefffffffff_362bed6918,31.823944,land
loc_8308ecfffffffff_13a84473c6,loc_8308edfffffffff_8dd1a7294a,62.931602,land
loc_8308ecfffffffff_13a84473c6,loc_8308eefffffffff_362bed6918,38.329152,land
loc_8308ecfffffffff_13a84473c6,loc_830959fffffffff_080cdb2266,1.967269,land
loc_8308ecfffffffff_13a84473c6,loc_830959fffffffff_6bdd9a2c1e,8.019388,land
loc_8308ecfffffffff_13a84473c6,loc_830959fffffffff_6f1ca590eb,15.975095,land
loc_8308ecfffffffff_13a84473c6,loc_830959fffffffff_d6bdd79dfb,7.350654,land
loc_8308ecfffffffff_13a84473c6,loc_83095bfffffffff_6c69f98276,25.901891,land
loc_8308ecfffffffff_13a84473c6,loc_83095bfffffffff_c7e7e92755,4.680497,land
loc_8308edfffffffff_390ff4890f,loc_83094bfffffffff_91f7e53690,12.008282,land
loc_8308edfffffffff_390ff4890f,loc_83094bfffffffff_b9513db489,7.247237,land
loc_8308edfffffffff_6601d31354,loc_83094bfffffffff_b94f78c749,2.918337,land
loc_8308edfffffffff_8dd1a7294a,loc_83094bfffffffff_1a84302984,22.404401,land
loc_8308edfffffffff_8dd1a7294a,loc_830959fffffffff_080cdb2266,12.688492,land
loc_8308edfffffffff_fb4071db14,loc_83094afffffffff_069d7f0110,3.116175,land
loc_8308edfffffffff_fb4071db14,loc_83094afffffffff_99418a1def,6.350705,land
loc_8308edfffffffff_fb4071db14,loc_83094afffffffff_cc3b399aeb,1.036402,land
loc_8308edfffffffff_fb4071db14,loc_83094afffffffff_e4adeba1e8,2.135657,land
loc_8308edfffffffff_fb4071db14,loc_830959fffffffff_543f183211,13.018473,land
loc_8308f0fffffffff_821b0eacf4,loc_8308f1fffffffff_5cb1984712,50.534893,land
loc_8308f0fffffffff_821b0eacf4,loc_8308f2fffffffff_d625539c81,30.438697,land
loc_8308f0fffffffff_821b0eacf4,loc_8308f3fffffffff_ca2f5d7be4,24.600693,land
loc_8308f0fffffffff_821b0eacf4,loc_8308f4fffffffff_39d1cc6708,28.206647,land
loc_8308f0fffffffff_821b0eacf4,loc_8308f5fffffffff_cb4627c93f,44.638867,land
loc_8308f0fffffffff_821b0eacf4,loc_8308f6fffffffff_37d8fd89f2,50.125275,land
loc_8308f1fffffffff_5cb1984712,loc_8308f3fffffffff_ca2f5d7be4,0.473893,land
loc_8308f1fffffffff_5cb1984712,loc_8308f5fffffffff_cb4627c93f,27.159607,land
loc_8308f2fffffffff_d625539c81,loc_8308f6fffffffff_37d8fd89f2,7.248090,land
loc_8308f4fffffffff_39d1cc6708,loc_8308f5fffffffff_cb4627c93f,50.053606,land
loc_8308f4fffffffff_39d1cc6708,loc_8308f6fffffffff_37d8fd89f2,44.052039,land
loc_83094afffffffff_069d7f0110,loc_830959fffffffff_543f183211,9.270302,land
loc_830958fffffffff_19ec332701,loc_83095afffffffff_582bc67eb9,9.095135,land
loc_830958fffffffff_1d15dd0697,loc_830959fffffffff_a333eee25a,14.352693,land
loc_830958fffffffff_3a6050483d,loc_83095bfffffffff_0cf08a215c,14.794947,land
loc_830958fffffffff_54cd2c1250,loc_830959fffffffff_32c2ec48ae,3.623154,land
loc_830958fffffffff_54cd2c1250,loc_83095bfffffffff_0cf08a215c,9.793690,land
loc_830958fffffffff_858a6b08da,loc_830959fffffffff_59c8d8564f,2.832767,land
loc_830958fffffffff_9db5bc1211,loc_83095afffffffff_2b54af4396,20.852715,land
loc_830958fffffffff_d0f43fdf96,loc_83095bfffffffff_d97b284078,1.085241,land
loc_830959fffffffff_19a5842fc5,loc_83095bfffffffff_0cf08a215c,16.361669,land
loc_830959fffffffff_32c2ec48ae,loc_83095bfffffffff_0cf08a215c,9.723808,land
loc_830959fffffffff_57e0e67f0e,loc_83095bfffffffff_c7e7e92755,4.159792,land
loc_830959fffffffff_6f1ca590eb,loc_83095bfffffffff_c7e7e92755,18.964735,land
loc_83095afffffffff_12e3489d85,loc_83095bfffffffff_4e9d27ea01,2.878007,land
loc_83095afffffffff_12e3489d85,loc_83095bfffffffff_e5ed824139,0.606979,land
loc_83095afffffffff_171e5fb276,loc_83095bfffffffff_6c69f98276,3.637489,land
loc_83095afffffffff_601228d510,loc_83095efffffffff_008b867536,0.622596,land
loc_83095afffffffff_6846f56146,loc_83095bfffffffff_4c30f59c78,0.772360,land
loc_83095afffffffff_6dce98b81c,loc_83095bfffffffff_6c69f98276,1.049851,land
loc_830980fffffffff_4f04cbe203,loc_830983fffffffff_0f5c3384df,3.169409,land
loc_830980fffffffff_4f04cbe203,loc_830983fffffffff_27b8ec5a22,4.778036,land
loc_830980fffffffff_4f04cbe203,loc_830983fffffffff_7d637b90d7,9.247119,land
loc_830980fffffffff_5dc121810e,loc_830981fffffffff_802bedd95a,0.017582,land
loc_830980fffffffff_5df7ed96d3,loc_830982fffffffff_3908023245,4.130718,land
loc_830980fffffffff_79538b975d,loc_830981fffffffff_579b187d92,3.266281,land
loc_830980fffffffff_c3c4e4d14a,loc_830982fffffffff_059591b041,2.131587,land
loc_830980fffffffff_ec785504fa,loc_830981fffffffff_39384b3832,1.621456,land
loc_830980fffffffff_ec785504fa,loc_830983fffffffff_91169e431f,0.242661,land
loc_830980fffffffff_f4359b0e78,loc_830981fffffffff_1c4f451a51,8.693804,land
loc_830981fffffffff_33a79014af,loc_83098cfffffffff_e0217665b9,54.495895,land
loc_830981fffffffff_33a79014af,loc_83098efffffffff_65368c6c70,9.677330,land
loc_830981fffffffff_33a79014af,loc_8309aafffffffff_891b4180fd,17.023238,land
loc_830981fffffffff_33a79014af,loc_8309aafffffffff_e613800bb5,2.535155,land
loc_830981fffffffff_39384b3832,loc_830983fffffffff_7d637b90d7,46.708176,land
loc_830981fffffffff_39384b3832,loc_830983fffffffff_91169e431f,1.988104,land
loc_830981fffffffff_39384b3832,loc_83098efffffffff_65368c6c70,0.100662,land
