province_id,location_id,piece_id
prv_00ac1df83f20a9ac5c7e,loc_830ed1fffffffff_9227013c37,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed2fffffffff_21f2c6c7cf,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed3fffffffff_9dce01a0ac,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed4fffffffff_fec04d07de,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed5fffffffff_6831ca47e6,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed6fffffffff_1af71ad421,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed8fffffffff_5c446e1f58,whole
prv_00ac1df83f20a9ac5c7e,loc_830ed9fffffffff_4daff18d87,whole
prv_00ac1df83f20a9ac5c7e,loc_830edafffffffff_981d3b74f2,whole
prv_00ac1df83f20a9ac5c7e,loc_830edbfffffffff_027d96924a,whole
prv_00ac1df83f20a9ac5c7e,loc_830edcfffffffff_adfb3a076f,whole
prv_00ac1df83f20a9ac5c7e,loc_830eddfffffffff_955760b4ba,whole
prv_00ac1df83f20a9ac5c7e,loc_830edefffffffff_45696d77a9,whole
